order_id,order_date,customer_id,product_id,quantity,unit_price,discount_rate,revenue,cogs,shipping_cost,profit,sales_channel,payment_method,returned_flag
O00544,2024-09-06,C0044,P011,4,678.3,0.15,2306.22,1757.24,5.79,537.43,Partner,Cash,1
O00545,2024-09-07,C0200,P002,5,431.8,0.15,1835.15,1582.85,8.15,244.15,Store,Card,0
O00546,2024-01-19,C0174,P001,3,424.39,0.15,1082.19,847.02,2.86,232.31,Partner,Bank Transfer,0
O00547,2024-12-13,C0275,P003,6,478.73,0.1,2585.14,2241.84,6.66,336.64,Partner,Cash,0
O00548,2024-09-07,C0335,P001,4,424.39,0.1,1527.8,1129.36,2.92,395.52,Online,Card,0
O00549,2024-03-29,C0324,P001,3,424.39,0,1273.17,847.02,11.12,415.03,Partner,Card,0
O00550,2025-02-22,C0055,P002,4,431.8,0.1,1554.48,1266.28,17.98,270.22,Online,Bank Transfer,0
O00551,2024-06-21,C0348,P007,3,579.93,0,1739.79,1288.83,21.52,429.44,Online,Wallet,0
O00552,2025-03-04,C0110,P001,5,424.39,0,2121.95,1411.7,8.71,701.54,Online,Bank Transfer,0
O00553,2024-03-27,C0190,P009,2,691.49,0.05,1313.83,818.36,6.87,488.6,Online,Card,0
O00554,2025-02-09,C0324,P010,4,569.77,0,2279.08,1425.88,2.31,850.89,Online,Card,0
O00555,2024-04-01,C0046,P012,6,43.97,0.1,237.44,183.54,19.74,34.16,Store,Cash,0
O00556,2024-04-15,C0074,P011,3,678.3,0.1,1831.41,1317.93,11.01,502.47,Online,Card,0
O00557,2024-11-01,C0093,P012,4,43.97,0.1,158.29,122.36,21.01,14.92,Store,Wallet,0
O00558,2024-08-02,C0003,P009,2,691.49,0,1382.98,818.36,4.35,560.27,Online,Wallet,0
O00559,2025-03-17,C0277,P009,2,691.49,0.05,1313.83,818.36,17.41,478.06,Store,Card,0
O00560,2024-04-09,C0058,P003,6,478.73,0.05,2728.76,2241.84,11.95,474.97,Online,Card,0
O00561,2024-11-26,C0187,P005,2,260.02,0.05,494.04,380.1,7.03,106.91,Store,Card,0
O00562,2024-02-23,C0027,P009,2,691.49,0,1382.98,818.36,17.71,546.91,Online,Card,0
O00563,2024-04-30,C0228,P010,5,569.77,0,2848.85,1782.35,10.38,1056.12,Store,Cash,0
O00564,2025-02-02,C0057,P006,2,732.43,0,1464.86,999.1,6.74,459.02,Online,Bank Transfer,0
O00565,2024-04-22,C0038,P008,5,681.31,0.05,3236.22,2461.05,3.09,772.08,Online,Bank Transfer,0
O00566,2024-04-01,C0199,P006,2,732.43,0.05,1391.62,999.1,16.4,376.12,Store,Cash,0
O00567,2024-06-20,C0066,P001,6,424.39,0.1,2291.71,1694.04,3.19,594.48,Store,Bank Transfer,0
O00568,2024-08-02,C0088,P006,2,732.43,0,1464.86,999.1,14.07,451.69,Partner,Cash,0
O00569,2024-10-22,C0284,P004,1,933.18,0.05,886.52,594.51,19.14,272.87,Online,Bank Transfer,0
O00570,2025-03-04,C0237,P005,1,260.02,0.15,221.02,190.05,10.56,20.41,Online,Wallet,0
O00571,2024-08-10,C0297,P004,5,933.18,0,4665.9,2972.55,20.28,1673.07,Store,Card,0
O00572,2024-01-21,C0241,P012,5,43.97,0,219.85,152.95,10.51,56.39,Partner,Card,0
O00573,2024-08-19,C0254,P004,1,933.18,0.1,839.86,594.51,17.06,228.29,Store,Cash,0
O00574,2024-03-08,C0184,P005,2,260.02,0.15,442.03,380.1,21.98,14.88,Online,Bank Transfer,1
O00575,2025-03-15,C0293,P012,5,43.97,0,219.85,152.95,21.53,45.37,Online,Bank Transfer,0
O00576,2024-04-04,C0190,P011,4,678.3,0.15,2306.22,1757.24,14.67,534.31,Online,Bank Transfer,0
O00577,2024-12-19,C0171,P009,1,691.49,0,691.49,409.18,10.52,271.79,Partner,Cash,0
O00578,2025-02-07,C0042,P010,3,569.77,0.15,1452.91,1069.41,20.64,362.86,Partner,Wallet,0
O00579,2025-03-30,C0027,P002,4,431.8,0,1727.2,1266.28,11.31,433.62,Partner,Card,1
O00580,2024-10-14,C0105,P003,3,478.73,0,1436.19,1120.92,12.79,302.48,Partner,Cash,0
O00581,2025-01-20,C0116,P006,3,732.43,0,2197.29,1498.65,12.07,686.57,Online,Card,0
O00582,2024-07-09,C0177,P008,4,681.31,0.1,2452.72,1968.84,12.53,471.35,Partner,Wallet,0
O00583,2024-08-19,C0318,P006,6,732.43,0.15,3735.39,2997.3,18.18,719.91,Online,Cash,0
O00584,2025-03-28,C0235,P002,1,431.8,0.05,410.21,316.57,19.96,73.68,Online,Card,0
O00585,2024-03-25,C0142,P002,6,431.8,0,2590.8,1899.42,11.93,679.45,Partner,Card,0
O00586,2024-05-30,C0214,P011,5,678.3,0,3391.5,2196.55,11.48,1183.47,Partner,Card,0
O00587,2024-05-29,C0097,P002,1,431.8,0,431.8,316.57,18.7,96.53,Store,Bank Transfer,0
O00588,2024-10-23,C0176,P011,6,678.3,0,4069.8,2635.86,11.72,1422.22,Partner,Bank Transfer,0
O00589,2024-08-22,C0156,P010,2,569.77,0,1139.54,712.94,5.43,421.17,Store,Wallet,0
O00590,2024-05-27,C0025,P003,3,478.73,0,1436.19,1120.92,11.12,304.15,Online,Wallet,0
O00591,2024-04-03,C0090,P012,6,43.97,0.15,224.25,183.54,17.89,22.82,Online,Card,0
O00592,2024-06-11,C0295,P003,4,478.73,0,1914.92,1494.56,9.39,410.97,Partner,Card,0
O00593,2024-12-06,C0163,P006,2,732.43,0,1464.86,999.1,10.97,454.79,Partner,Wallet,0
O00594,2024-03-03,C0013,P007,4,579.93,0,2319.72,1718.44,20.96,580.32,Online,Card,0
O00595,2025-01-13,C0280,P009,3,691.49,0.15,1763.3,1227.54,16.11,519.65,Store,Cash,0
O00596,2025-02-13,C0290,P012,4,43.97,0,175.88,122.36,15.78,37.74,Online,Cash,0
O00597,2024-12-13,C0283,P002,3,431.8,0,1295.4,949.71,10.03,335.66,Store,Wallet,0
O00598,2024-02-17,C0168,P001,5,424.39,0.15,1803.66,1411.7,5.9,386.06,Store,Cash,0
O00599,2024-01-12,C0043,P009,4,691.49,0.15,2351.07,1636.72,15.43,698.92,Partner,Bank Transfer,0
O00600,2024-04-09,C0252,P006,5,732.43,0.1,3295.93,2497.75,12.23,785.95,Partner,Wallet,0
O00601,2024-07-22,C0076,P012,4,43.97,0,175.88,122.36,9.72,28.45,Store,Bank Transfer,1
O00602,2025-03-23,C0288,P002,2,431.8,0.15,734.06,633.14,19.76,81.16,Store,Bank Transfer,0
O00603,2024-05-27,C0084,P012,4,43.97,0.15,149.5,122.36,19.93,7.21,Partner,Card,0
O00604,2024-03-14,C0107,P005,4,260.02,0.1,936.07,760.2,21.73,154.14,Partner,Bank Transfer,0
O00605,2024-02-15,C0004,P007,6,579.93,0,3479.58,2577.66,10.29,891.63,Partner,Cash,0
O00606,2024-04-12,C0096,P007,3,579.93,0.1,1565.81,1288.83,11.81,265.17,Store,Wallet,0
O00607,2024-09-09,C0287,P012,4,43.97,0,175.88,122.36,2.54,38.1,Partner,Bank Transfer,1
O00608,2024-03-04,C0335,P011,3,678.3,0.05,1933.15,1317.93,5.59,609.63,Partner,Cash,0
O00609,2024-01-15,C0062,P005,4,260.02,0,1040.08,760.2,13.98,265.9,Store,Bank Transfer,0
O00610,2025-03-20,C0133,P011,6,678.3,0.05,3866.31,2635.86,21.49,1208.96,Store,Card,0
O00611,2025-03-08,C0133,P003,5,478.73,0,2393.65,1868.2,4.92,520.53,Partner,Cash,0
O00612,2024-07-01,C0084,P001,3,424.39,0,1273.17,847.02,10.39,415.76,Store,Card,0
O00613,2024-05-28,C0150,P009,6,691.49,0,4148.94,2455.08,12.28,1681.58,Online,Card,0
O00614,2024-11-02,C0086,P009,3,691.49,0,2074.47,1227.54,18.54,828.39,Store,Wallet,0
O00615,2024-12-16,C0186,P002,5,431.8,0.1,1943.1,1582.85,9.03,351.22,Online,Wallet,0
O00616,2024-07-09,C0249,P007,3,579.93,0,1739.79,1288.83,4.05,446.91,Online,Cash,0
O00617,2025-02-11,C0287,P010,6,569.77,0.1,3076.76,2138.82,18.92,919.02,Partner,Card,0
O00618,2024-08-01,C0236,P002,1,431.8,0,431.8,316.57,20.47,94.76,Store,Wallet,0
O00619,2024-03-12,C0227,P010,5,569.77,0,2848.85,1782.35,5.44,1061.06,Partner,Card,0
O00620,2024-04-23,C0066,P012,2,43.97,0.15,74.75,61.18,6.53,7.04,Online,Card,0
O00621,2024-08-05,C0058,P002,1,431.8,0.05,410.21,316.57,17.15,68.26,Partner,Card,1
O00622,2024-08-28,C0061,P005,1,260.02,0,260.02,190.05,8.03,54.04,Online,Cash,1
O00623,2024-10-27,C0103,P003,6,478.73,0,2872.38,2241.84,2.59,627.95,Partner,Wallet,0
O00624,2024-10-23,C0179,P006,2,732.43,0.1,1318.37,999.1,17.62,301.65,Partner,Card,0
O00625,2024-02-20,C0297,P001,5,424.39,0,2121.95,1411.7,16.32,693.93,Online,Card,0
O00626,2025-01-06,C0051,P004,5,933.18,0.15,3966.01,2972.55,11.49,981.97,Online,Bank Transfer,0
O00627,2024-12-10,C0055,P003,3,478.73,0.05,1364.38,1120.92,10.48,232.98,Store,Card,0
O00628,2025-01-24,C0161,P002,4,431.8,0,1727.2,1266.28,12.39,448.53,Store,Wallet,0
O00629,2024-10-12,C0021,P002,3,431.8,0.05,1230.63,949.71,4.31,276.61,Partner,Wallet,0
O00630,2024-12-17,C0228,P004,5,933.18,0.05,4432.6,2972.55,7.81,1452.24,Online,Card,0
O00631,2025-03-06,C0244,P011,3,678.3,0,2034.9,1317.93,2.26,714.71,Partner,Card,0
O00632,2024-07-21,C0225,P009,6,691.49,0.15,3526.6,2455.08,3.7,1067.82,Store,Card,0
O00633,2025-01-14,C0087,P002,3,431.8,0,1295.4,949.71,8.77,336.92,Store,Card,0
O00634,2024-04-29,C0218,P012,4,43.97,0,175.88,122.36,17.3,36.22,Partner,Wallet,0
O00635,2025-01-22,C0330,P007,3,579.93,0.05,1652.8,1288.83,15.33,348.64,Store,Wallet,0
O00636,2024-03-16,C0233,P002,1,431.8,0,431.8,316.57,11.79,103.44,Online,Card,0
O00637,2024-02-20,C0028,P002,4,431.8,0.15,1468.12,1266.28,2.53,199.31,Partner,Wallet,0
O00638,2024-03-19,C0156,P010,5,569.77,0,2848.85,1782.35,17.2,1049.3,Partner,Bank Transfer,0
O00639,2025-02-09,C0239,P004,3,933.18,0.15,2379.61,1783.53,11.96,584.12,Partner,Wallet,0
O00640,2025-02-18,C0277,P009,1,691.49,0,691.49,409.18,21.81,260.5,Online,Bank Transfer,0
O00641,2024-08-18,C0162,P007,4,579.93,0.05,2203.73,1718.44,2.72,482.57,Partner,Wallet,0
O00642,2025-03-28,C0085,P008,4,681.31,0,2725.24,1968.84,8.25,748.15,Online,Bank Transfer,0
O00643,2024-12-03,C0284,P011,5,678.3,0.1,3052.35,2196.55,11.4,844.4,Online,Card,0
O00644,2024-07-19,C0135,P008,5,681.31,0.05,3236.22,2461.05,14.34,760.83,Store,Wallet,0
O00645,2024-02-01,C0015,P010,1,569.77,0,569.77,356.47,18.74,194.56,Partner,Card,0
O00646,2025-01-26,C0321,P006,4,732.43,0,2929.72,1998.2,10.56,920.96,Store,Wallet,0
O00647,2024-01-29,C0339,P004,2,933.18,0,1866.36,1189.02,14.96,662.38,Partner,Card,0
O00648,2025-03-20,C0157,P002,3,431.8,0,1295.4,949.71,2.39,343.3,Store,Bank Transfer,0
O00649,2024-10-17,C0264,P007,3,579.93,0,1739.79,1288.83,15.92,435.04,Store,Bank Transfer,0
O00650,2024-10-19,C0200,P006,5,732.43,0,3662.15,2497.75,18.17,1146.23,Partner,Cash,0
O00651,2024-06-21,C0255,P009,6,691.49,0,4148.94,2455.08,5.33,1688.53,Store,Cash,0
O00652,2024-09-11,C0326,P002,5,431.8,0,2159.0,1582.85,7.75,533.51,Store,Cash,1
O00653,2024-11-15,C0048,P012,5,43.97,0,219.85,152.95,13.84,53.06,Partner,Bank Transfer,0
O00654,2024-08-06,C0108,P006,1,732.43,0.15,622.57,499.55,18.47,104.55,Store,Bank Transfer,0
O00655,2024-12-05,C0277,P006,2,732.43,0.05,1391.62,999.1,10.05,382.47,Store,Cash,0
O00656,2025-03-27,C0010,P011,6,678.3,0.1,3662.82,2635.86,19.25,1007.71,Online,Bank Transfer,0
O00657,2024-05-17,C0327,P009,5,691.49,0.05,3284.58,2045.9,20.69,1217.99,Online,Cash,0
O00658,2024-07-05,C0237,P003,2,478.73,0,957.46,747.28,16.93,193.25,Store,Bank Transfer,0
O00659,2024-06-12,C0033,P011,2,678.3,0.05,1288.77,878.62,7.34,402.81,Online,Wallet,0
O00660,2024-12-17,C0308,P004,4,933.18,0,3732.72,2378.04,4.27,1350.41,Online,Wallet,0
O00661,2024-08-25,C0249,P009,4,691.49,0.05,2627.66,1636.72,14.94,966.22,Online,Card,1
O00662,2024-05-12,C0143,P011,5,678.3,0,3391.5,2196.55,14.89,1153.39,Online,Card,1
O00663,2025-03-16,C0043,P006,5,732.43,0,3662.15,2497.75,19.34,1145.06,Store,Wallet,0
O00664,2024-12-09,C0337,P002,4,431.8,0.15,1468.12,1266.28,18.86,182.98,Partner,Card,0
O00665,2024-09-24,C0341,P010,5,569.77,0,2848.85,1782.35,11.93,1054.57,Partner,Card,0
O00666,2025-01-30,C0161,P006,5,732.43,0.15,3112.83,2497.75,9.8,605.28,Online,Bank Transfer,0
O00667,2024-04-21,C0074,P002,2,431.8,0,863.6,633.14,21.4,209.06,Store,Card,0
O00668,2024-09-08,C0274,P006,6,732.43,0,4394.58,2997.3,8.33,1388.95,Partner,Cash,0
O00669,2024-05-22,C0075,P006,4,732.43,0.15,2490.26,1998.2,9.35,482.71,Partner,Card,0
O00670,2025-03-06,C0340,P001,6,424.39,0.15,2164.39,1694.04,6.79,463.56,Store,Wallet,0
O00671,2025-02-19,C0063,P009,2,691.49,0.05,1313.83,818.36,9.77,485.7,Store,Wallet,0
O00672,2024-06-03,C0047,P004,3,933.18,0,2799.54,1783.53,19.19,996.82,Store,Wallet,0
O00673,2025-03-26,C0330,P007,1,579.93,0,579.93,429.61,19.33,130.99,Store,Bank Transfer,0
O00674,2025-01-12,C0212,P006,6,732.43,0.05,4174.85,2997.3,19.54,1158.01,Online,Wallet,0
O00675,2024-09-16,C0034,P006,4,732.43,0.1,2636.75,1998.2,16.58,621.97,Store,Bank Transfer,0
O00676,2024-12-21,C0015,P001,6,424.39,0.15,2164.39,1694.04,5.67,464.68,Partner,Cash,0
O00677,2024-01-02,C0206,P004,6,933.18,0,5599.08,3567.06,8.27,2023.75,Online,Cash,0
O00678,2024-09-21,C0333,P003,5,478.73,0.15,2034.6,1868.2,10.21,156.19,Store,Bank Transfer,0
O00679,2025-03-23,C0069,P005,2,260.02,0.15,442.03,380.1,13.86,48.07,Store,Cash,0
O00680,2024-02-13,C0213,P006,2,732.43,0.05,1391.62,999.1,19.53,372.99,Partner,Cash,0
O00681,2024-01-11,C0012,P009,6,691.49,0.1,3734.05,2455.08,14.53,1264.44,Store,Cash,0
O00682,2024-05-14,C0087,P001,4,424.39,0.1,1527.8,1129.36,10.58,387.86,Online,Wallet,0
O00683,2024-03-28,C0291,P002,1,431.8,0.15,367.03,316.57,12.52,37.94,Store,Bank Transfer,0
O00684,2024-03-01,C0115,P012,2,43.97,0,87.94,61.18,20.92,5.84,Store,Wallet,0
O00685,2025-01-17,C0254,P007,2,579.93,0.05,1101.87,859.22,19.13,223.52,Store,Cash,0
O00686,2024-08-02,C0093,P007,2,579.93,0,1159.86,859.22,7.8,292.84,Partner,Bank Transfer,0
O00687,2024-05-07,C0190,P010,6,569.77,0.15,2905.83,2138.82,11.16,746.85,Store,Bank Transfer,1
O00688,2024-12-17,C0109,P012,4,43.97,0.15,149.5,122.36,10.47,16.67,Online,Card,0
O00689,2024-10-12,C0031,P001,3,424.39,0,1273.17,847.02,11.42,414.73,Partner,Card,0
O00690,2024-01-03,C0130,P009,5,691.49,0.05,3284.58,2045.9,8.05,1230.63,Store,Cash,0
O00691,2024-10-13,C0022,P010,2,569.77,0,1139.54,712.94,5.4,421.2,Store,Bank Transfer,0
O00692,2024-03-08,C0046,P006,6,732.43,0.1,3955.12,2997.3,10.66,947.16,Store,Card,0
O00693,2024-03-06,C0256,P005,6,260.02,0,1560.12,1140.3,20.52,399.3,Store,Wallet,0
O00694,2024-09-21,C0161,P007,2,579.93,0,1159.86,859.22,16.74,283.9,Online,Bank Transfer,0
O00695,2024-01-28,C0097,P003,1,478.73,0,478.73,373.64,5.66,99.43,Online,Bank Transfer,0
O00696,2024-08-11,C0060,P008,1,681.31,0.05,647.24,492.21,9.13,145.9,Store,Bank Transfer,0
O00697,2024-09-09,C0058,P012,2,43.97,0,87.94,61.18,8.99,17.77,Store,Cash,0
O00698,2025-03-03,C0087,P012,5,43.97,0,219.85,152.95,13.26,53.64,Online,Card,0
O00699,2024-09-26,C0293,P003,4,478.73,0,1914.92,1494.56,6.92,413.44,Online,Wallet,0
O00700,2024-01-14,C0146,P011,6,678.3,0,4069.8,2635.86,9.88,1424.06,Online,Wallet,0
O00701,2024-03-19,C0015,P002,4,431.8,0.15,1468.12,1266.28,15.19,186.65,Store,Card,0
O00702,2024-06-17,C0023,P011,5,678.3,0.05,3221.92,2196.55,8.5,1016.87,Partner,Cash,0
O00703,2024-04-18,C0025,P011,3,678.3,0,2034.9,1317.93,17.96,699.01,Partner,Bank Transfer,0
O00704,2024-02-17,C0205,P005,2,260.02,0,520.04,380.1,21.3,118.64,Online,Card,0
O00705,2025-03-12,C0107,P003,4,478.73,0.05,1819.17,1494.56,7.7,316.91,Partner,Cash,0
O00706,2024-03-02,C0153,P008,4,681.31,0.15,2316.45,1968.84,18.13,329.48,Partner,Cash,0
O00707,2024-07-02,C0341,P002,3,431.8,0.1,1165.86,949.71,6.0,210.15,Store,Bank Transfer,0
O00708,2024-05-17,C0289,P010,4,569.77,0,2279.08,1425.88,17.13,836.07,Partner,Cash,0
O00709,2024-08-10,C0323,P007,1,579.93,0,579.93,429.61,12.27,138.05,Partner,Cash,0
O00710,2024-11-27,C0080,P008,5,681.31,0.15,2895.57,2461.05,14.94,419.58,Store,Bank Transfer,0
O00711,2024-02-10,C0245,P005,2,260.02,0,520.04,380.1,15.69,124.25,Online,Bank Transfer,0
O00712,2024-05-31,C0292,P001,5,424.39,0,2121.95,1411.7,20.35,689.9,Partner,Bank Transfer,0
O00713,2024-07-30,C0049,P008,6,681.31,0.15,3474.68,2953.26,13.37,508.05,Store,Card,0
O00714,2025-01-28,C0258,P001,1,424.39,0.15,360.73,282.34,15.23,63.16,Online,Bank Transfer,0
O00715,2024-01-24,C0043,P007,6,579.93,0,3479.58,2577.66,8.28,893.64,Partner,Bank Transfer,0
O00716,2024-11-15,C0136,P006,2,732.43,0,1464.86,999.1,5.7,460.06,Partner,Wallet,0
O00717,2025-03-22,C0345,P002,4,431.8,0.1,1554.48,1266.28,2.36,285.84,Online,Cash,0
O00718,2024-12-01,C0245,P008,6,681.31,0.05,3883.47,2953.26,19.38,910.83,Partner,Bank Transfer,0
O00719,2024-06-04,C0317,P010,3,569.77,0.15,1452.91,1069.41,15.48,368.02,Store,Wallet,0
O00720,2024-02-14,C0065,P003,1,478.73,0,478.73,373.64,4.24,66.73,Online,Cash,1
O00721,2024-09-03,C0333,P003,6,478.73,0,2872.38,2241.84,10.72,619.82,Partner,Cash,0
O00722,2024-02-14,C0155,P008,2,681.31,0.05,1294.49,984.42,10.44,299.63,Online,Bank Transfer,0
O00723,2024-09-05,C0242,P001,4,424.39,0.1,1527.8,1129.36,6.85,391.59,Store,Card,0
O00724,2024-06-19,C0005,P002,6,431.8,0.15,2202.18,1899.42,10.64,292.12,Store,Wallet,0
O00725,2024-01-19,C0250,P007,4,579.93,0.1,2087.75,1718.44,13.82,355.49,Partner,Bank Transfer,0
O00726,2024-04-28,C0032,P009,1,691.49,0.05,656.92,409.18,13.53,234.21,Store,Bank Transfer,0
O00727,2025-03-31,C0243,P002,4,431.8,0.1,1554.48,1266.28,20.78,267.42,Partner,Bank Transfer,0
O00728,2024-01-11,C0083,P005,6,260.02,0,1560.12,1140.3,11.38,408.44,Partner,Cash,0
O00729,2024-10-27,C0174,P010,6,569.77,0.15,2905.83,2138.82,11.37,755.64,Partner,Bank Transfer,0
O00730,2024-08-01,C0345,P011,6,678.3,0,4069.8,2635.86,17.92,1416.02,Online,Cash,0
O00731,2024-05-24,C0045,P011,4,678.3,0,2713.2,1757.24,5.47,950.49,Store,Card,0
O00732,2025-02-10,C0213,P008,3,681.31,0,2043.93,1476.63,6.19,555.57,Store,Wallet,1
O00733,2024-12-12,C0082,P003,5,478.73,0,2393.65,1868.2,18.14,507.31,Online,Cash,0
O00734,2024-03-02,C0288,P004,4,933.18,0,3732.72,2378.04,21.87,1332.81,Online,Wallet,0
O00735,2024-03-18,C0264,P010,6,569.77,0,3418.62,2138.82,16.13,1263.67,Store,Bank Transfer,0
O00736,2025-03-06,C0057,P002,5,431.8,0.1,1943.1,1582.85,17.64,342.61,Partner,Card,0
O00737,2024-09-16,C0054,P003,6,478.73,0,2872.38,2241.84,19.42,611.12,Online,Wallet,0
O00738,2024-12-28,C0227,P009,4,691.49,0.15,2351.07,1636.72,19.41,694.94,Store,Wallet,0
O00739,2025-02-23,C0071,P002,2,431.8,0.05,820.42,633.14,21.39,165.89,Online,Cash,0
O00740,2025-03-03,C0243,P006,3,732.43,0.1,1977.56,1498.65,5.43,473.48,Partner,Bank Transfer,0
O00741,2024-07-03,C0323,P011,2,678.3,0,1356.6,878.62,17.06,460.92,Online,Cash,0
O00742,2025-02-14,C0220,P007,4,579.93,0.05,2203.73,1718.44,21.04,464.25,Partner,Wallet,0
O00743,2024-01-16,C0227,P003,1,478.73,0.15,406.92,373.64,18.12,15.16,Online,Wallet,0
O00744,2024-06-10,C0206,P003,4,478.73,0,1914.92,1494.56,9.87,377.81,Online,Card,1
O00745,2024-11-19,C0339,P009,3,691.49,0.05,1970.75,1227.54,10.04,733.17,Partner,Wallet,0
O00746,2025-01-04,C0161,P006,1,732.43,0,732.43,499.55,20.0,212.88,Online,Bank Transfer,0
O00747,2024-08-16,C0330,P004,5,933.18,0.1,4199.31,2972.55,17.77,1208.99,Partner,Wallet,0
O00748,2025-03-30,C0333,P007,2,579.93,0,1159.86,859.22,3.69,296.95,Store,Cash,0
O00749,2024-09-23,C0277,P005,2,260.02,0,520.04,380.1,12.23,127.71,Store,Cash,0
O00750,2024-01-12,C0015,P009,5,691.49,0,3457.45,2045.9,6.83,1404.72,Partner,Bank Transfer,0
O00751,2024-09-15,C0057,P012,1,43.97,0,43.97,30.59,7.2,6.18,Online,Card,0
O00752,2025-01-22,C0334,P002,4,431.8,0,1727.2,1266.28,13.45,432.3,Online,Cash,1
O00753,2024-06-28,C0154,P005,6,260.02,0.15,1326.1,1140.3,13.46,172.34,Store,Cash,0
O00754,2024-02-23,C0168,P009,5,691.49,0,3457.45,2045.9,18.46,1393.09,Online,Cash,0
O00755,2024-12-30,C0218,P007,1,579.93,0,579.93,429.61,3.24,147.08,Store,Cash,0
O00756,2024-08-16,C0040,P006,6,732.43,0.1,3955.12,2997.3,10.06,947.76,Store,Wallet,0
O00757,2024-10-26,C0256,P011,4,678.3,0.05,2577.54,1757.24,15.78,804.52,Partner,Bank Transfer,0
O00758,2025-02-25,C0084,P003,5,478.73,0,2393.65,1868.2,11.7,513.75,Partner,Card,0
O00759,2024-12-21,C0109,P008,4,681.31,0,2725.24,1968.84,16.93,739.47,Store,Card,0
O00760,2024-11-04,C0210,P002,1,431.8,0,431.8,316.57,13.44,92.19,Store,Wallet,1
O00761,2024-07-10,C0156,P005,4,260.02,0,1040.08,760.2,17.82,262.06,Partner,Bank Transfer,0
O00762,2024-01-25,C0157,P005,2,260.02,0,520.04,380.1,18.38,121.56,Online,Wallet,0
O00763,2024-02-04,C0023,P007,4,579.93,0.1,2087.75,1718.44,8.19,361.12,Store,Bank Transfer,0
O00764,2024-08-31,C0311,P003,2,478.73,0.1,861.71,747.28,14.73,99.7,Partner,Bank Transfer,0
O00765,2024-03-17,C0167,P002,5,431.8,0.15,1835.15,1582.85,14.47,237.83,Store,Wallet,0
O00766,2024-10-03,C0024,P011,4,678.3,0.15,2306.22,1757.24,7.55,541.43,Online,Card,0
O00767,2024-10-19,C0323,P012,3,43.97,0.1,118.72,91.77,14.9,12.05,Online,Cash,0
O00768,2024-11-12,C0278,P010,1,569.77,0.1,512.79,356.47,12.44,143.88,Partner,Card,0
O00769,2024-03-02,C0338,P009,2,691.49,0,1382.98,818.36,7.5,557.12,Partner,Bank Transfer,0
O00770,2024-02-13,C0274,P010,3,569.77,0.05,1623.84,1069.41,13.78,540.65,Online,Wallet,0
O00771,2024-08-11,C0093,P007,1,579.93,0.1,521.94,429.61,8.35,83.98,Online,Card,0
O00772,2024-10-04,C0087,P005,2,260.02,0,520.04,380.1,7.11,132.83,Store,Bank Transfer,0
O00773,2024-12-13,C0087,P001,5,424.39,0,2121.95,1411.7,5.63,704.62,Store,Bank Transfer,0
O00774,2024-02-20,C0164,P003,4,478.73,0,1914.92,1494.56,7.16,413.2,Online,Card,0
O00775,2024-04-13,C0123,P010,5,569.77,0,2848.85,1782.35,11.86,1054.64,Store,Card,0
O00776,2024-05-17,C0032,P006,4,732.43,0.1,2636.75,1998.2,10.14,628.41,Store,Cash,0
O00777,2025-03-29,C0010,P005,5,260.02,0.1,1170.09,950.25,15.5,204.34,Partner,Cash,0
O00778,2024-06-04,C0291,P007,4,579.93,0,2319.72,1718.44,18.93,582.35,Online,Wallet,0
O00779,2024-10-03,C0087,P004,5,933.18,0.05,4432.6,2972.55,21.23,1438.82,Online,Card,0
O00780,2025-02-20,C0238,P010,3,569.77,0.15,1452.91,1069.41,21.44,329.05,Store,Wallet,1
O00781,2024-11-02,C0129,P011,4,678.3,0,2713.2,1757.24,18.85,937.11,Partner,Wallet,0
O00782,2024-01-24,C0083,P012,5,43.97,0.1,197.87,152.95,3.4,41.52,Partner,Card,0
O00783,2025-03-01,C0072,P012,5,43.97,0,219.85,152.95,19.57,47.33,Partner,Wallet,0
O00784,2025-03-28,C0350,P006,6,732.43,0,4394.58,2997.3,21.59,1375.69,Store,Cash,0
O00785,2024-12-05,C0165,P006,2,732.43,0.05,1391.62,999.1,21.18,371.34,Partner,Cash,0
O00786,2024-11-26,C0002,P010,4,569.77,0,2279.08,1425.88,20.03,833.17,Store,Bank Transfer,0
O00787,2025-01-25,C0202,P009,1,691.49,0.15,587.77,409.18,15.03,163.56,Partner,Bank Transfer,0
O00788,2024-12-10,C0064,P006,4,732.43,0.1,2636.75,1998.2,9.16,629.39,Partner,Card,0
O00789,2024-03-04,C0237,P006,2,732.43,0.05,1391.62,999.1,2.19,390.33,Store,Wallet,0
O00790,2024-04-08,C0047,P010,6,569.77,0,3418.62,2138.82,18.17,1261.63,Store,Wallet,0
O00791,2024-01-19,C0144,P008,6,681.31,0.15,3474.68,2953.26,14.12,472.77,Partner,Bank Transfer,1
O00792,2024-02-26,C0143,P010,5,569.77,0.05,2706.41,1782.35,5.41,918.65,Partner,Cash,0
O00793,2024-02-03,C0302,P003,6,478.73,0,2872.38,2241.84,4.55,625.99,Online,Wallet,0
O00794,2024-04-08,C0348,P001,6,424.39,0.15,2164.39,1694.04,12.66,457.69,Partner,Bank Transfer,0
O00795,2024-01-02,C0219,P011,6,678.3,0.15,3459.33,2635.86,3.04,820.43,Store,Bank Transfer,0
O00796,2024-05-20,C0063,P011,5,678.3,0.05,3221.92,2196.55,11.91,1013.46,Online,Cash,0
